 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                                Range                                              
      1.0      289,303,604      6,304      45,892.1      15,855.0       6,146   4,970,881    116,111.7  cuModuleUnload               
      0.9      262,540,594        694     378,300.6     348,478.0     277,064   1,002,865     81,617.6  cuModuleLoadData             
      0.6      190,026,149     47,405       4,008.6       3,841.0       2,304     192,555      1,686.8  cuLaunchKernel               
      0.2       72,877,725          1  72,877,725.0  72,877,725.0  72,877,725  72,877,725          0.0  cuCtxCreate_v2               
      0.0        6,028,996        100      60,290.0      57,760.0      50,846     107,068      9,204.6  cuMemcpyHtoD_v2              
      0.0        5,425,274         50     108,505.5      81,960.0      30,730     305,210     56,961.7  cuMemUnmap                   
      0.0        3,874,847          2   1,937,423.5   1,937,423.5       5,797   3,869,050  2,731,732.4  cuMemHostAlloc               
      0.0        3,723,291        434       8,579.0       8,102.0       5,797      23,397      1,732.0  cudaMemcpy2DAsync            
      0.0        3,370,023         50      67,400.5      54,651.5      48,051     188,574     26,198.0  cuMemSetAccess               
      0.0        3,109,589         20     155,479.5      25,492.5      16,203   2,542,607    562,050.0  cudaMemGetInfo               
      0.0        2,287,685        110      20,797.1       4,819.0       3,842     315,408     53,630.7  cuStreamSynchronize          
      0.0        2,089,473         50      41,789.5      36,318.0      29,614      69,004     11,385.5  cuMemCreate                  
      0.0        1,418,914         50      28,378.3      26,679.0      24,236      52,521      5,981.0  cuMemRelease                 
      0.0          693,044        110       6,300.4       6,146.0       4,679      10,547        856.9  cuMemcpyDtoHAsync_v2         
      0.0          687,600        380       1,809.5       1,885.0         908      12,432        711.9  cudaEventCreateWithFlags     
      0.0          622,639        380       1,638.5       1,467.0         908       3,771        330.2  cudaEventDestroy             
      0.0          591,704          2     295,852.0     295,852.0       8,172     583,532    406,841.0  cuMemFreeHost                
      0.0          561,178        110       5,101.6       4,819.0       3,771      13,339      1,075.9  cuMemcpyHtoDAsync_v2         
      0.0          542,465        384       1,412.7       1,397.0         908       3,282        256.7  cuGetProcAddress             
      0.0          332,728          3     110,909.3     117,824.0       3,771     211,133    103,853.8  cuMemAlloc_v2                
      0.0          287,122          3      95,707.3     117,544.0      25,214     144,364     62,504.5  cuMemFree_v2                 
      0.0          253,248         50       5,065.0       4,051.0       2,863      17,041      2,544.6  cuMemMap                     
      0.0          186,830         14      13,345.0      10,581.5       6,146      31,918      7,284.0  cudaStreamCreate             
      0.0          128,649          8      16,081.1      19,032.0       2,933      20,464      6,239.9  cuMemAddressReserve          
      0.0          125,088         14       8,934.9       8,555.5       5,796      13,619      2,109.9  cudaStreamDestroy            
      0.0           96,451          8      12,056.4      14,911.0       3,282      21,791      7,352.7  cuMemAddressFree             
      0.0           16,204          1      16,204.0      16,204.0      16,204      16,204          0.0  cuStreamDestroy_v2           
      0.0           14,388         10       1,438.8       1,431.5         978       1,956        233.3  cuModuleGetLoadingMode       
      0.0           13,758          8       1,719.8       1,676.0         908       2,375        517.2  cuMemGetAllocationGranularity
      0.0           13,270          1      13,270.0      13,270.0      13,270      13,270          0.0  cuStreamCreate               
      0.0            2,933          1       2,933.0       2,933.0       2,933       2,933          0.0  cuInit                       

Processing [reports/tensnorrt_quant_infer_profile.sqlite] with [/opt/nvidia/nsight-systems/2024.4.1/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)  Min (ns)  Max (ns)  StdDev (ns)                                                  Name                                                
 --------  ---------------  ---------  ---------  --------  --------  --------  -----------  ----------------------------------------------------------------------------------------------------
      3.0      447,681,765     12,700   35,250.5  22,624.0     1,824   211,587     34,957.6  void cuCalibrator::buildHistKernel<(unsigned int)2048>(unsigned long *, const float *, int, float)  
      1.1      171,588,830     17,804    9,637.7   7,328.0     1,664    42,657      7,849.9  void genericReformat::copyPackedKernel<float, signed char, (bool)0, (bool)0, genericReformat::Ident…
      1.1      162,714,675     47,405    3,432.4   2,496.0     1,376    47,360      2,493.5  generatedNativePointwise                                                                            
      0.9      130,541,565      1,533   85,154.3  59,585.0    12,385   595,080     65,721.2  trt_ampere_scudnn_128x32_relu_small_nn_v1                                                           
      0.8      125,454,213      5,426   23,120.9  22,400.0     7,969    88,801      6,796.3  sm80_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize32x32x64_stage3_warpsize2x1x2_tensor16x8x8_execute_k…
      0.8      123,273,727      5,626   21,911.4  21,376.0     7,168    70,208      6,276.9  sm80_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize32x32x64_stage3_warpsize2x1x2_tensor16x8x8_execute_k…
      0.8      120,188,927      4,604   26,105.3  23,840.0     8,384    65,409      9,663.3  sm80_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x32x64_stage4_warpsize2x1x2_tensor16x8x8_execute_k…
      0.8      117,851,505      4,632   25,442.9  23,361.0     8,224    76,673      8,994.9  sm80_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x32x64_stage4_warpsize2x1x2_tensor16x8x8_execute_k…
      0.8      115,231,680     11,016   10,460.4   7,712.0     1,824    41,248      8,187.8  void genericReformat::copyPackedKernel<__half, signed char, (bool)0, (bool)0, genericReformat::Iden…
      0.7      110,927,537     17,396    6,376.6   5,152.0     1,568    19,232      4,871.3  void genericReformat::copyPackedKernel<float, __half, (bool)0, (bool)1, genericReformat::ArrayN<(in…
      0.7      103,202,069      9,492   10,872.5   6,624.0     1,536   114,369     10,479.4  void genericReformat::copyPackedKernel<float, __half, (bool)0, (bool)1, genericReformat::IdentityCo…
      0.7       97,764,078      1,055   92,667.4  71,489.0    51,329   197,411     33,073.9  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize32x32x8_stage3_warpsize1x2x1_…
      0.6       96,710,570     14,504    6,667.9   5,120.0     1,760    28,801      5,227.8  void genericReformat::copyPackedKernel<signed char, float, (bool)1, (bool)0, genericReformat::Array…
      0.6       95,329,900      3,942   24,183.1  23,904.5     5,952    75,298      8,398.8  sm80_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x64x16_stage6_warpsize2x2x1_tensor16x8x8_execute_…
      0.6       94,643,130      4,038   23,438.1  23,361.0     6,016    70,753      8,085.5  sm80_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x64x16_stage6_warpsize2x2x1_tensor16x8x8_execute_…
      0.6       88,665,112      6,962   12,735.6  12,000.0     5,408    25,312      3,506.4  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_k…
      0.6       86,765,294      7,130   12,169.0  11,584.0     5,376    25,024      3,384.6  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_execute_k…
      0.6       84,279,948      6,954   12,119.6   7,552.0     1,568    59,361     11,684.9  void genericReformat::copyPackedKernel<__half, float, (bool)0, (bool)1, genericReformat::IdentityCo…
      0.6       82,863,035      8,216   10,085.6   6,880.0     1,376    60,513     10,867.4  void genericReformat::copyPackedKernel<float, float, (bool)0, (bool)1, genericReformat::IdentityCoo…
      0.5       81,585,750     10,544    7,737.6   5,696.0     1,791    27,713      5,532.3  void genericReformat::copyPackedKernel<signed char, __half, (bool)1, (bool)0, genericReformat::Arra…
      0.5       76,134,914      7,666    9,931.5   6,816.0     1,760    47,552      9,426.0  void genericReformat::copyPackedKernel<signed char, float, (bool)1, (bool)0, genericReformat::Ident…
      0.5       75,364,004     11,990    6,285.6   4,640.0     1,568    18,912      4,553.9  void genericReformat::copyPackedKernel<__half, float, (bool)0, (bool)1, genericReformat::ArrayN<(in…
      0.5       69,979,237     10,772    6,496.4   4,640.0     1,535    32,993      5,886.7  void genericReformat::copyPackedKernel<__half, float, (bool)1, (bool)1, genericReformat::ArrayN<(in…
      0.5       69,805,343     12,554    5,560.4   4,512.0     1,536    19,712      4,511.6  void genericReformat::copyPackedKernel<float, float, (bool)0, (bool)1, genericReformat::ArrayN<(int…
      0.4       64,542,570      3,372   19,140.7  19,840.0     7,744    64,577      6,330.1  sm80_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x128x16_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.4       64,225,092      3,388   18,956.6  19,553.0     7,968    43,073      6,155.3  sm80_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x128x16_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.4       63,709,947      4,934   12,912.4  11,648.0     5,856    28,703      4,582.6  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize64x32x64_stage5_warpsize2x2x1_tensor16x8x16_execute_k…
      0.4       63,046,145      4,890   12,892.9  11,456.0     5,696    29,313      4,703.9  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x32x64_stage5_warpsize2x2x1_tensor16x8x16_execute_k…
      0.4       60,512,081      5,904   10,249.3   6,688.0     1,568    51,873     10,175.6  void genericReformat::copyPackedKernel<__half, float, (bool)1, (bool)1, genericReformat::IdentityCo…
      0.4       59,927,408      1,120   53,506.6  47,920.0    13,216   449,958     48,077.0  trt_ampere_scudnn_128x64_relu_small_nn_v1                                                           
      0.4       55,538,016      2,802   19,820.8  19,008.0    12,512    57,472      5,212.8  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x64x64_stage3_warpsize2x2x1_tensor16x8x8_execute_k…
      0.4       54,594,818      2,714   20,116.0  18,977.0    12,768    37,025      5,312.3  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x64x64_stage3_warpsize2x2x1_tensor16x8x8_execute_k…
      0.4       52,752,345      4,108   12,841.4   7,136.0     1,344   116,674     11,619.2  void genericReformat::copyPackedKernel<__half, __half, (bool)0, (bool)1, genericReformat::IdentityC…
      0.3       52,458,732     10,212    5,137.0   3,744.0     2,176    16,640      3,770.6  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.3       51,259,903      1,236   41,472.4  28,976.5    11,040   213,955     30,269.9  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x64x8_stage3_warpsi…
      0.3       50,828,153      1,580   32,169.7  22,656.0    11,936   290,500     32,571.1  trt_ampere_scudnn_128x32_relu_interior_nn_v1                                                        
      0.3       49,474,541        480  103,072.0  54,304.5    20,064   832,588    147,334.5  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize256x128x8_stage3_warpsize4x2x…
      0.3       48,610,270      8,308    5,851.0   4,384.0     1,792    20,608      4,111.2  void genericReformat::copyPackedKernel<__half2, short, (bool)1, (bool)0, genericReformat::IdentityC…
      0.3       48,331,663      2,124   22,755.0  21,664.0     8,256    92,930      8,348.6  sm80_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x128x16_stage4_warpsize2x2x1_tensor16x8x8_execute…
      0.3       48,165,601      1,311   36,739.6  31,521.0     8,480   110,690     15,784.1  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize32x32x8_stage3_warpsize1x2x1_…
      0.3       47,913,856      2,152   22,264.8  21,200.5     8,064    45,856      8,114.0  sm80_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x128x16_stage4_warpsize2x2x1_tensor16x8x8_execute…
      0.3       46,108,190      4,778    9,650.1   8,832.0     4,576    19,232      3,132.4  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x64x64_stage4_warpsize2x2x1_tensor16x8x16_execute_k…
      0.3       44,813,935      4,654    9,629.1   8,864.0     4,640    19,360      3,148.6  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize64x64x64_stage4_warpsize2x2x1_tensor16x8x16_execute_k…
      0.3       44,595,569      7,140    6,245.9   4,960.0     1,504    30,656      4,958.3  void genericReformat::copyPackedKernel<__half, __half, (bool)1, (bool)1, genericReformat::ArrayN<(i…
      0.3       44,006,599      6,870    6,405.6   5,152.0     4,351    16,672      3,569.6  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.3       43,225,969        805   53,696.9  37,632.0    11,392   447,814     63,730.5  trt_ampere_scudnn_128x64_relu_medium_nn_v1                                                          
      0.3       42,870,460        949   45,174.4  35,296.0     8,352   287,460     46,618.5  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage3_warpsize2x2x1…
      0.3       42,564,303      1,774   23,993.4  23,648.0    13,568    69,089      6,830.0  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x128x16_stage3_warpsize2x2x1_tensor16x8x8_execute…
      0.3       42,483,797        652   65,159.2  34,049.0    16,032   494,279     80,360.8  trt_ampere_scudnn_128x128_relu_small_nn_v1                                                          
      0.3       42,468,548      1,798   23,619.9  23,216.5    12,961    39,936      6,807.9  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x128x16_stage3_warpsize2x2x1_tensor16x8x8_execute…
      0.3       41,600,328      8,962    4,641.9   3,008.0     2,304    13,536      3,215.1  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.3       41,476,954      4,126   10,052.6   9,696.0     3,552    20,064      3,370.9  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize128x64x32_stage5_warpsize2x2x1_tensor16x8x16_execute_…
      0.3       41,325,443        696   59,375.6  31,488.5    11,328   477,926     76,878.6  trt_ampere_scudnn_128x128_ldg4_relu_exp_small_nhwc_tn_v1                                            
      0.3       41,183,832      7,460    5,520.6   4,352.0     3,072    19,232      3,141.2  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.3       41,087,631        696   59,034.0  31,232.0    11,296   482,662     76,619.9  trt_ampere_scudnn_128x128_ldg4_relu_exp_medium_nhwc_tn_v1                                           
      0.3       40,820,924        528   77,312.4  57,409.0    16,705   254,370     53,935.1  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x16x8_stage3_warps…
      0.3       40,517,559      2,040   19,861.5  19,792.5     8,032    48,128      5,560.2  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x32x64_stage4_warpsize2x2x1_tensor16x8x8_execute_k…
      0.3       40,473,169      4,094    9,886.0   9,600.0     3,712    43,648      3,408.8  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x64x32_stage5_warpsize2x2x1_tensor16x8x16_execute_…
      0.3       40,125,546        804   49,907.4  28,032.0    10,400   326,245     56,880.0  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x…
      0.3       40,120,589        600   66,867.6  38,657.0    17,440   431,878     69,425.6  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize256x64x8_stage3_warpsize2x2x1…
      0.3       40,003,891        860   46,516.2  23,905.0     8,896   324,037     56,080.0  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x…
      0.3       39,974,675        664   60,202.8  36,912.5    13,664   288,099     52,843.7  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x32x8_stage3_warps…
      0.3       39,889,321      6,288    6,343.7   5,024.0     4,064    16,353      3,742.4  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.3       39,701,805        612   64,872.2  49,808.0    10,816   263,652     44,732.8  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x16x8_stage3_warps…
      0.3       39,622,832      8,528    4,646.2   3,937.0     3,072    10,241      1,583.8  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.3       38,977,113      1,928   20,216.3  20,000.0     8,192    50,465      5,675.3  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x32x64_stage4_warpsize2x2x1_tensor16x8x8_execute_k…
      0.3       38,704,793      1,926   20,095.9  20,865.0    10,752    39,393      6,437.0  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize64x128x32_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.3       38,584,151      1,934   19,950.4  20,896.0    10,464    39,649      6,398.8  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize64x128x32_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.3       38,057,972      5,348    7,116.3   4,960.0     1,600    16,960      4,508.9  void genericReformat::copyPackedKernel<__half, __half, (bool)0, (bool)1, genericReformat::ArrayN<(i…
      0.3       38,041,752      1,932   19,690.3  20,640.0     5,952    39,616      7,199.8  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize128x64x32_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.3       37,980,370      5,436    6,986.8   5,888.0     2,272    19,808      4,842.9  void genericReformat::copyPackedKernel<short, __half2, (bool)1, (bool)0, genericReformat::IdentityC…
      0.3       37,933,414      1,932   19,634.3  20,416.0     5,952    39,137      7,167.5  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize128x64x32_stage4_warpsize2x2x1_tensor16x8x8_execute_…
      0.3       37,766,284        788   47,926.8  34,784.0    14,400   319,013     45,569.2  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x128x8_stage3_warpsize1x4x1…
      0.2       37,400,054      1,632   22,916.7  23,744.0     9,856    49,761      5,937.4  sm86_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x8_execute_k…
      0.2       37,158,488        836   44,448.0  33,904.5     9,792   253,475     42,907.2  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x64x8_stage3_warpsize2x2x1…
      0.2       37,110,960        688   53,940.3  40,624.0    11,840   224,931     36,015.7  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x16x8_stage3_warpsize4x1x1…
      0.2       37,025,285        744   49,765.2  38,592.5     9,568   147,554     31,979.2  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x16x8_stage3_warpsize4x1x1…
      0.2       36,956,399        688   53,715.7  44,768.0    12,320   189,027     34,653.4  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize32x32x8_stage3_warpsi…
      0.2       36,942,976      1,568   23,560.6  24,416.0     9,984    40,481      6,121.2  sm86_xmma_gemm_f32f32_tf32f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x8_execute_k…
      0.2       36,759,966        760   48,368.4  34,960.5    10,208   215,970     37,740.8  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x32x8_stage3_warps…
      0.2       36,567,230        824   44,377.7  24,416.5     8,832   338,533     51,003.0  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_wa…
      0.2       36,380,675        600   60,634.5  33,665.0    16,000   514,790     74,136.6  trt_ampere_scudnn_128x128_relu_medium_nn_v1                                                         
      0.2       36,044,003        760   47,426.3  37,343.5     9,377   138,721     28,001.6  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize32x32x8_stage3_warpsi…
      0.2       35,580,001      2,750   12,938.2  11,553.0     5,184    27,841      5,627.5  trt_ampere_h16816gemm_64x64_ldg8_relu_nn_v1                                                         
      0.2       35,482,944      2,794   12,699.7  11,232.5     4,800    49,761      5,716.6  trt_ampere_h16816gemm_64x64_ldg8_relu_tn_v1                                                         
      0.2       35,352,153        836   42,287.3  33,633.0    10,112   132,289     24,519.9  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize32x32x8_stage3_warpsize1x2x1_…
      0.2       35,049,917      3,122   11,226.8  10,368.0     4,832    24,097      4,030.3  trt_ampere_h16816gemm_64x64_sliced1x2_ldg8_relu_nn_v1                                               
      0.2       34,977,042        508   68,852.4  49,281.0    12,736   456,358     79,215.8  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warps…
      0.2       34,813,897        848   41,054.1  33,473.0     8,641   110,850     22,060.6  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize32x32x8_stage3_warpsize1x2x1_…
      0.2       34,778,272      3,706    9,384.3   7,808.0     1,536    33,087      8,583.6  void genericReformat::copyPackedKernel<float, __half, (bool)1, (bool)1, genericReformat::ArrayN<(in…
      0.2       34,692,600      3,150   11,013.5   9,776.5     4,736    24,192      4,009.4  trt_ampere_h16816gemm_64x64_sliced1x2_ldg8_relu_tn_v1                                               
      0.2       34,442,212        940   36,640.7  30,928.5     8,928   170,147     26,810.8  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x64x8_stage3_warpsize1x4x1_…
      0.2       34,319,501        948   36,202.0  28,752.5     8,064   177,954     27,978.0  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x64x8_stage3_warpsize1x4x1_…
      0.2       34,271,006        894   38,334.5  35,953.0     9,632   152,226     27,074.7  trt_ampere_scudnn_128x32_sliced1x4_ldg4_relu_exp_small_nhwc_tn_v1                                   
      0.2       33,843,491        540   62,673.1  44,545.0    11,744   445,702     74,391.9  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warps…
      0.2       33,493,686        846   39,590.6  31,632.5     9,248   188,227     30,742.7  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x64x8_stage3_warpsi…
      0.2       33,399,478        528   63,256.6  44,993.0    11,808   438,021     74,068.5  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warps…
      0.2       33,351,537      7,950    4,195.2   3,584.0     2,304    13,440      1,884.6  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.2       33,125,613        718   46,136.0  28,800.0    10,592   341,477     47,707.1  sm80_xmma_fprop_implicit_gemm_indexed_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_wa…
      0.2       32,891,698      4,420    7,441.6   4,992.0     1,631    28,961      6,048.7  void genericReformat::copyPackedKernel<float, signed char, (bool)1, (bool)0, genericReformat::Ident…
      0.2       32,657,732      2,576   12,677.7  11,297.0     5,248    50,688      5,439.4  trt_ampere_h16816gemm_128x64_ldg8_relu_nn_v1                                                        
      0.2       32,612,255      1,412   23,096.5  18,464.0     7,168   127,682     19,196.1  trt_ampere_fp32_icudnn_int8x4_128x32_relu_small_nn_v1                                               
      0.2       32,465,601      1,234   26,309.2  21,248.0     8,192   128,962     18,831.8  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage3_warpsize2x2x1…
      0.2       32,164,857      2,596   12,390.2  11,008.5     4,896    31,009      5,419.4  trt_ampere_h16816gemm_128x64_ldg8_relu_tn_v1                                                        
      0.2       32,140,364      2,684   11,974.8   9,857.0     5,792    67,137      5,024.9  trt_ampere_h16816gemm_128x64_sliced1x2_ldg8_relu_tn_v1                                              
      0.2       32,104,066      2,620   12,253.5  10,464.0     5,760    42,720      5,028.1  trt_ampere_h16816gemm_128x64_sliced1x2_ldg8_relu_nn_v1                                              
      0.2       31,979,769      3,372    9,483.9   9,121.0     5,024    17,248      2,703.1  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_execute_…
      0.2       31,947,320      3,368    9,485.5   9,280.0     5,184    17,920      2,706.7  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_execute_…
      0.2       31,366,202      1,268   24,736.8  13,696.0     6,656   159,874     26,926.6  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x256x32_stage3_warpsize2x4…
      0.2       31,288,090      1,280   24,443.8  13,504.0     6,624   164,482     26,494.3  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x128x32_stage3_war…
      0.2       31,123,475      1,228   25,344.8  13,568.0     6,784   159,393     27,055.3  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2…
      0.2       30,773,913      1,260   24,423.7  13,505.0     6,496   163,459     26,421.7  sm80_xmma_fprop_implicit_gemm_indexed_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x256x32_stage3_war…
      0.2       30,563,445      1,500   20,375.6  16,128.0     7,008   101,154     15,793.3  trt_ampere_fp32_icudnn_int8x4_128x64_relu_small_nn_v1                                               
      0.2       30,484,532      1,502   20,296.0  14,016.0     5,344   145,282     20,687.1  trt_ampere_int8x4_icudnn_int8x4_128x32_relu_medium_c32_nn_v1                                        
      0.2       30,424,071      1,516   20,068.6  16,064.0     7,104    83,329     13,089.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       29,598,475        860   34,416.8  25,281.0    10,624   161,953     27,458.3  trt_ampere_scudnn_128x64_relu_interior_nn_v1                                                        
      0.2       29,574,319      1,488   19,875.2  15,104.0     6,496    83,873     13,387.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.2       29,191,966      1,524   19,154.8  13,952.0     5,376   125,858     17,471.2  trt_ampere_int8x4_icudnn_int8x4_128x32_relu_small_nn_v1                                             
      0.2       29,166,358      1,294   22,539.7  13,952.0     6,496   158,050     20,313.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.2       28,858,034      1,516   19,035.6  13,888.0     5,248   125,761     17,444.0  trt_ampere_int8x4_icudnn_int8x4_128x32_relu_small_c32_nn_v1                                         
      0.2       28,586,808     12,700    2,250.9   1,856.0     1,280    24,640      2,015.3  void cuCalibrator::absTensorMaxKernel<(int)256, (int)16>(float *, const float *, int)               
      0.2       28,451,024      2,260   12,588.9  12,064.0     4,192    27,392      5,289.5  trt_ampere_h16816gemm_64x64_ldg8_tn_v1                                                              
